Userid,Name,Email,Status,"Last seen location (latitude, longitude)",Time of day,Day of the week,Month,Weather,Academic calendar events,Building
ujdjcstdf,Harper Rodriguez,rodriguez.4046@osu.edu,idle,"39.998392, -83.011802",21:15,Tuesday,November,Sunny,Regular,orton library
und5yzkl6,Natalia Moore,moore.4801@osu.edu,active,"40.001706, -83.013667",13:30,Thursday,April,Rain,Finals season,18th Avenue library
u158ya2zc,Evelyn Wilson,wilson.8883@osu.edu,active,"40.001847, -83.013452",19:30,Wednesday,September,Rain,Regular,18th Avenue library
udgxjxzy5,Liam Hill,hill.793@osu.edu,idle,"40.000788, -83.009074",08:15,Thursday,March,Rain,Midterms season,wexner center
upg34ng72,Jackson Adams,adams.3408@osu.edu,idle,"39.998426, -83.012056",20:30,Tuesday,March,Rain,Regular,orton library
usbg7dmj0,Noah Robinson,robinson.7591@osu.edu,idle,"39.998464, -83.008422",14:30,Friday,February,Rain,Regular,Ohio Union
ujnj2b7y7,Oliver Ramirez,ramirez.6613@osu.edu,active,"40.001639, -83.013235",17:30,Wednesday,September,Rain,Regular,18th Avenue library
u3f8b05cd,Gianna Hall,hall.1323@osu.edu,idle,"40.001003, -83.009774",09:00,Tuesday,May,Sunny,Regular,wexner center
uetd4xmdn,Alexander Torres,torres.2350@osu.edu,idle,"39.997498, -83.007970",12:30,Sunday,August,Cloudy,Regular,Ohio Union
us6twydgd,Sophia Thomas,thomas.2337@osu.edu,active,"40.003561, -83.017175",00:00,Thursday,August,Sunny,Regular,Knowlton Hall
ud4yyfffh,Sophia Hernandez,hernandez.1619@osu.edu,active,"40.003644, -83.016652",19:45,Saturday,February,Snow,Regular,Knowlton Hall
ukefgqr96,Sofia Mitchell,mitchell.4363@osu.edu,idle,"39.998956, -83.015120",11:45,Monday,June,Cloudy,Regular,Thompson library
u00v4hue0,Carlos Smith,smith.2379@osu.edu,active,"40.003387, -83.017673",20:15,Wednesday,September,Sunny,Regular,Knowlton Hall
ubwr5c5vp,Evelyn Jones,jones.9480@osu.edu,active,"39.999353, -83.014721",14:00,Wednesday,April,Sunny,Finals season,Thompson library
ut9gd61i6,Benjamin Williams,williams.1386@osu.edu,idle,"40.001541, -83.013351",11:45,Sunday,January,Cloudy,Regular,18th Avenue library
ucj533e1w,Emily Harris,harris.6684@osu.edu,active,"40.001620, -83.013087",12:45,Friday,May,Sunny,Regular,18th Avenue library
ur8wl4wy6,Santiago Mitchell,mitchell.2781@osu.edu,active,"40.003411, -83.017086",16:00,Wednesday,February,Cloudy,Regular,Knowlton Hall
u3dgoojzf,Elizabeth Moore,moore.2214@osu.edu,active,"40.003536, -83.016618",20:30,Tuesday,January,Cloudy,Regular,Knowlton Hall
ug4oz1n7b,Benjamin Williams,williams.418@osu.edu,idle,"40.003648, -83.016172",06:45,Saturday,February,Cloudy,Regular,Knowlton Hall
uxm0ydq26,Amelia Gonzalez,gonzalez.8701@osu.edu,active,"40.003863, -83.015971",17:00,Thursday,November,Cloudy,Regular,Knowlton Hall
ugyzkb36p,Henry Johnson,johnson.5645@osu.edu,active,"40.001570, -83.013118",06:30,Sunday,August,Cloudy,Regular,18th Avenue library
uhxmvih97,Aiden Anderson,anderson.4864@osu.edu,active,"39.997427, -83.009159",15:00,Monday,May,Sunny,Regular,Ohio Union
ufvmwuyk7,Charlotte Nguyen,nguyen.4190@osu.edu,active,"40.001676, -83.013256",17:15,Thursday,February,Snow,Regular,18th Avenue library
upd9r6bf6,Maria Lopez,lopez.2500@osu.edu,active,"40.001783, -83.013364",14:45,Wednesday,February,Snow,Regular,18th Avenue library
uc01hxpus,Sofia Baker,baker.4092@osu.edu,idle,"39.999094, -83.014772",21:00,Tuesday,May,Rain,Finals season,Thompson library
utwlzphhb,Noah Miller,miller.7075@osu.edu,active,"39.998292, -83.011676",17:30,Tuesday,March,Rain,Regular,orton library
uk5jftlyz,Ella Clark,clark.9050@osu.edu,idle,"40.003466, -83.016749",19:15,Tuesday,September,Sunny,Regular,Knowlton Hall
ue7eljfd4,Gianna Lee,lee.4736@osu.edu,active,"39.999239, -83.015146",17:15,Sunday,November,Cloudy,Regular,Thompson library
u21sihq3z,Aiden Young,young.1385@osu.edu,idle,"39.998119, -83.012153",20:30,Sunday,March,Sunny,Midterms season,orton library
uszxjule4,Elijah Ramirez,ramirez.840@osu.edu,active,"39.999508, -83.014583",13:45,Sunday,June,Sunny,Regular,Thompson library
uh042rzt2,Ava Rodriguez,rodriguez.7590@osu.edu,idle,"39.997281, -83.008374",10:45,Thursday,November,Cloudy,Regular,Ohio Union
uqxgc0z7g,Emily Martinez,martinez.3488@osu.edu,active,"40.000254, -83.008846",08:45,Thursday,January,Cloudy,Regular,wexner center
ui6zai4rc,Evelyn Lopez,lopez.7753@osu.edu,active,"40.001581, -83.013378",13:45,Saturday,April,Rain,Finals season,18th Avenue library
ufcmtlthw,Sofia Rivera,rivera.4311@osu.edu,active,"40.001335, -83.009189",15:15,Thursday,October,Rain,Midterms season,wexner center
um6mgueay,Gianna Robinson,robinson.1040@osu.edu,active,"39.999453, -83.014371",10:30,Tuesday,January,Snow,Regular,Thompson library
uj7e3xix5,Maria Rivera,rivera.241@osu.edu,idle,"39.999527, -83.015189",16:15,Thursday,January,Snow,Regular,Thompson library
u303szo7i,William Hall,hall.5105@osu.edu,active,"39.999055, -83.015262",16:15,Tuesday,March,Rain,Midterms season,Thompson library
ukcinnbgy,Mia Lewis,lewis.5715@osu.edu,active,"39.999107, -83.014702",18:00,Sunday,June,Sunny,Regular,Thompson library
ugxhif3su,Logan Mitchell,mitchell.6300@osu.edu,active,"40.001755, -83.013173",14:30,Thursday,September,Sunny,Regular,18th Avenue library
uiud9v8a1,Amelia Williams,williams.8235@osu.edu,idle,"39.999556, -83.015215",00:45,Sunday,May,Sunny,Regular,Thompson library
urh1oq3tx,Elizabeth Nguyen,nguyen.1001@osu.edu,active,"40.001627, -83.013409",16:45,Monday,March,Cloudy,Midterms season,18th Avenue library
ufvsv6eql,Natalia Scott,scott.5750@osu.edu,active,"40.001654, -83.013418",12:15,Saturday,August,Rain,Regular,18th Avenue library
ubchimnig,Juan Wilson,wilson.3029@osu.edu,active,"39.999200, -83.015290",16:15,Sunday,April,Rain,Finals season,Thompson library
u0b9y02f5,Isabella Wright,wright.8861@osu.edu,active,"39.999003, -83.015048",19:00,Sunday,September,Sunny,Regular,Thompson library
ucp1avqvt,Charlotte Gonzalez,gonzalez.8523@osu.edu,active,"39.999243, -83.014410",17:00,Monday,March,Cloudy,Midterms season,Thompson library
ubgf1x2ie,Lorenzo Torres,torres.2059@osu.edu,idle,"39.997336, -83.008001",15:45,Thursday,May,Sunny,Finals season,Ohio Union
u2cza4r78,Ella Lewis,lewis.918@osu.edu,active,"39.999431, -83.014855",18:00,Friday,April,Cloudy,Finals season,Thompson library
ue5t1hfbu,Sophia Davis,davis.4965@osu.edu,active,"40.001651, -83.013651",14:30,Sunday,April,Sunny,Regular,18th Avenue library
uda6jdhcc,Luna Rodriguez,rodriguez.8173@osu.edu,active,"40.001623, -83.013152",21:00,Thursday,April,Sunny,Regular,18th Avenue library
uw2vmg5q2,Andrea Rodriguez,rodriguez.4563@osu.edu,active,"40.000133, -83.008603",12:30,Wednesday,November,Sunny,Regular,wexner center
u9k8ezqgm,Jack King,king.8889@osu.edu,active,"39.998232, -83.011773",08:00,Wednesday,April,Sunny,Finals season,orton library
ua1ol4som,Sophia Williams,williams.9582@osu.edu,active,"39.998338, -83.008148",09:45,Friday,November,Cloudy,Regular,Ohio Union
u0xah4nj9,Mia Harris,harris.2088@osu.edu,active,"40.001624, -83.013384",10:30,Thursday,April,Rain,Regular,18th Avenue library
uzbncx1ym,Emma Roberts,roberts.6175@osu.edu,active,"40.001612, -83.013286",15:30,Tuesday,October,Sunny,Regular,18th Avenue library
u4wlvtuwy,Sofia Garcia,garcia.4913@osu.edu,active,"40.001273, -83.009546",20:00,Tuesday,June,Sunny,Regular,wexner center
u0ia99mao,Emily Lewis,lewis.5753@osu.edu,active,"39.998987, -83.015321",07:15,Sunday,March,Rain,Regular,Thompson library
u0qgsfu5p,Lorenzo Rivera,rivera.9340@osu.edu,active,"40.000641, -83.009074",11:00,Sunday,January,Sunny,Regular,wexner center
umxrshox7,Harper Jackson,jackson.8447@osu.edu,idle,"40.001668, -83.013106",14:00,Thursday,October,Sunny,Regular,18th Avenue library
uymgeegq1,Isabella Moore,moore.6042@osu.edu,active,"39.999431, -83.014999",15:00,Thursday,August,Cloudy,Regular,Thompson library
uviab6j1c,Aiden Rodriguez,rodriguez.5158@osu.edu,active,"40.000476, -83.008658",14:30,Saturday,April,Sunny,Finals season,wexner center
uqwcrc4pt,Ava Thompson,thompson.6534@osu.edu,active,"39.997960, -83.008183",23:15,Tuesday,March,Cloudy,Midterms season,Ohio Union
ujatxyca6,Jacob Campbell,campbell.199@osu.edu,idle,"39.998207, -83.009329",19:00,Sunday,November,Rain,Regular,Ohio Union
uxa4v37nz,Amelia Hill,hill.5507@osu.edu,active,"40.001575, -83.013599",20:45,Sunday,February,Rain,Regular,18th Avenue library
ujzf0v4ao,Daniel Nguyen,nguyen.7329@osu.edu,idle,"40.001530, -83.013554",13:00,Wednesday,January,Snow,Regular,18th Avenue library
u0kldb94b,Lucas Baker,baker.7526@osu.edu,active,"39.999075, -83.014415",16:45,Wednesday,May,Rain,Regular,Thompson library
uymtxcb29,Evelyn Davis,davis.6939@osu.edu,idle,"40.000838, -83.008683",15:00,Monday,November,Cloudy,Regular,wexner center
ufhobjzu1,Aiden Hall,hall.5122@osu.edu,active,"40.003783, -83.017421",15:00,Wednesday,October,Rain,Midterms season,Knowlton Hall
ullk43uvi,Avery Rivera,rivera.8266@osu.edu,idle,"39.999573, -83.014425",10:45,Thursday,October,Cloudy,Midterms season,Thompson library
uy8ckh0oe,Sophia King,king.5727@osu.edu,active,"39.999292, -83.015178",09:15,Monday,April,Rain,Regular,Thompson library
uua7bpsb1,Jack Rodriguez,rodriguez.8141@osu.edu,idle,"39.999232, -83.014532",20:30,Monday,October,Cloudy,Midterms season,Thompson library
u2lm95kei,Isabella White,white.1984@osu.edu,idle,"39.998455, -83.011785",17:45,Monday,February,Snow,Regular,orton library
uij485x7e,Charlotte Miller,miller.4202@osu.edu,active,"39.998623, -83.008690",19:30,Thursday,November,Sunny,Regular,Ohio Union
ucsp2xx68,Elizabeth Hill,hill.9529@osu.edu,active,"39.998349, -83.012109",05:00,Tuesday,April,Cloudy,Finals season,orton library
ujuddlcle,Lorenzo Carter,carter.6902@osu.edu,active,"40.003577, -83.016248",11:45,Tuesday,April,Cloudy,Finals season,Knowlton Hall
uvastuimh,Ella Thomas,thomas.6864@osu.edu,active,"39.999379, -83.015033",16:45,Thursday,February,Cloudy,Regular,Thompson library
uj9knokt8,Mateo Sanchez,sanchez.4984@osu.edu,active,"40.001722, -83.013436",17:00,Sunday,September,Cloudy,Regular,18th Avenue library
uyn9cejcl,Henry Baker,baker.6201@osu.edu,active,"39.999581, -83.014807",09:30,Wednesday,September,Sunny,Regular,Thompson library
u8dx4q9er,Abigail Williams,williams.7537@osu.edu,active,"39.998193, -83.011646",08:00,Friday,January,Snow,Regular,orton library
udj3y3lp3,Michael Thompson,thompson.2177@osu.edu,active,"40.001889, -83.013091",16:45,Tuesday,December,Snow,Finals season,18th Avenue library
ukbpd5n4a,Alexander Hall,hall.4468@osu.edu,active,"40.000614, -83.008813",15:45,Saturday,November,Rain,Regular,wexner center
uieaqyqmp,Liam Rivera,rivera.1597@osu.edu,active,"40.003744, -83.017269",19:45,Wednesday,September,Cloudy,Regular,Knowlton Hall
utflffwrj,Luna Taylor,taylor.9233@osu.edu,active,"39.999261, -83.014636",20:00,Monday,September,Sunny,Regular,Thompson library
ul3rthcmw,Aiden Martinez,martinez.9357@osu.edu,active,"39.999298, -83.014484",12:00,Sunday,February,Rain,Regular,Thompson library
u42n5c4m7,Mateo Williams,williams.6557@osu.edu,active,"39.999325, -83.015356",14:30,Wednesday,September,Rain,Regular,Thompson library
u3yskt2du,Aiden Martinez,martinez.254@osu.edu,active,"39.999452, -83.014428",17:00,Thursday,September,Sunny,Regular,Thompson library
uw7btmlwc,Charlotte Sanchez,sanchez.5553@osu.edu,idle,"39.997477, -83.009235",10:15,Wednesday,May,Rain,Regular,Ohio Union
urzoqejif,Alexander Hall,hall.2595@osu.edu,active,"40.001464, -83.009418",20:15,Thursday,December,Cloudy,Finals season,wexner center
uo4mjdjn4,Sofia Lopez,lopez.4067@osu.edu,active,"39.998675, -83.008152",13:45,Sunday,May,Cloudy,Regular,Ohio Union
uos71w9co,Isabella Hall,hall.7104@osu.edu,active,"40.003524, -83.015980",15:15,Tuesday,August,Cloudy,Regular,Knowlton Hall
ut1om4d6g,Sophia Taylor,taylor.2727@osu.edu,active,"39.999459, -83.015259",15:15,Thursday,November,Rain,Regular,Thompson library
u7pqzaqvo,Lucas Sanchez,sanchez.9185@osu.edu,active,"40.003649, -83.017182",10:45,Thursday,November,Cloudy,Regular,Knowlton Hall
u75giv1ep,Sophia Campbell,campbell.3923@osu.edu,idle,"40.001582, -83.013451",13:15,Wednesday,August,Cloudy,Regular,18th Avenue library
uayzukidd,Valentina Campbell,campbell.396@osu.edu,idle,"40.003488, -83.016930",13:45,Sunday,October,Cloudy,Midterms season,Knowlton Hall
u86p7rza6,Benjamin Nelson,nelson.8451@osu.edu,active,"40.001732, -83.013566",18:30,Wednesday,March,Rain,Regular,18th Avenue library
uk5dt7zy9,Daniel Taylor,taylor.3447@osu.edu,active,"39.999214, -83.015235",14:45,Thursday,January,Cloudy,Regular,Thompson library
uzp2x8fbz,Michael Anderson,anderson.3502@osu.edu,idle,"39.999649, -83.014470",18:30,Thursday,October,Sunny,Midterms season,Thompson library
uldk399ni,Luna Hill,hill.1086@osu.edu,active,"40.001831, -83.013235",10:15,Sunday,August,Cloudy,Regular,18th Avenue library
utxh1oswd,Gianna Lee,lee.9855@osu.edu,active,"39.997856, -83.008657",15:00,Tuesday,September,Rain,Regular,Ohio Union
uj601naik,Benjamin Garcia,garcia.1359@osu.edu,idle,"39.998046, -83.008149",12:15,Wednesday,September,Sunny,Regular,Ohio Union
uc115tir4,Lucas Nelson,nelson.7348@osu.edu,active,"39.999082, -83.014764",21:00,Monday,February,Cloudy,Regular,Thompson library
ud0jncmzi,Elijah Sanchez,sanchez.5137@osu.edu,active,"39.999234, -83.014628",12:45,Thursday,September,Sunny,Regular,Thompson library
u5cl2goqs,Amelia Campbell,campbell.1592@osu.edu,idle,"40.000132, -83.009685",19:00,Tuesday,November,Rain,Regular,wexner center
ude29wkjd,Avery Jones,jones.3528@osu.edu,active,"40.001289, -83.009367",14:15,Sunday,September,Sunny,Regular,wexner center
ux1dk490y,Charlotte Johnson,johnson.1612@osu.edu,idle,"40.001768, -83.013599",14:45,Wednesday,June,Sunny,Regular,18th Avenue library
ulbrbyqo3,Daniel Anderson,anderson.2926@osu.edu,idle,"39.999648, -83.014470",14:45,Monday,November,Rain,Regular,Thompson library
uononv7ie,Logan Allen,allen.3157@osu.edu,idle,"40.001711, -83.013181",15:45,Friday,January,Cloudy,Regular,18th Avenue library
u1m586sdt,Emma Miller,miller.7756@osu.edu,active,"39.999384, -83.014387",18:30,Friday,November,Cloudy,Regular,Thompson library
uf4q04fdm,Charlotte Allen,allen.7880@osu.edu,active,"40.001730, -83.013220",17:30,Thursday,October,Sunny,Midterms season,18th Avenue library
uyx1oqib1,Lorenzo Garcia,garcia.5753@osu.edu,idle,"39.999309, -83.014478",12:45,Sunday,April,Cloudy,Finals season,Thompson library
usprt5cxi,Luna Garcia,garcia.5942@osu.edu,active,"39.999577, -83.014938",13:15,Monday,April,Cloudy,Regular,Thompson library
u1i0hhid9,Valentina Thompson,thompson.1693@osu.edu,active,"40.000177, -83.009154",17:15,Friday,March,Cloudy,Regular,wexner center
us9ixokw7,Oliver White,white.3294@osu.edu,active,"39.998455, -83.012100",16:15,Tuesday,September,Sunny,Regular,orton library
u53lr166d,Luna Wilson,wilson.7230@osu.edu,idle,"39.999013, -83.014974",15:30,Sunday,August,Sunny,Regular,Thompson library
uqjo7507n,Benjamin Baker,baker.1516@osu.edu,idle,"39.999496, -83.014874",07:15,Tuesday,January,Snow,Regular,Thompson library
u97uo1vbh,Mateo Nguyen,nguyen.2152@osu.edu,idle,"40.001647, -83.013351",18:45,Friday,September,Sunny,Regular,18th Avenue library
u6nwh6ron,Santiago Walker,walker.6608@osu.edu,active,"40.001805, -83.013661",16:30,Sunday,October,Cloudy,Regular,18th Avenue library
uwlhydgtw,Elijah Garcia,garcia.7238@osu.edu,active,"39.999442, -83.015085",10:45,Wednesday,January,Cloudy,Regular,Thompson library
unr2bxgyn,Juan Garcia,garcia.8619@osu.edu,active,"39.999510, -83.015391",20:00,Tuesday,January,Cloudy,Regular,Thompson library
u5q82kze0,Jack Carter,carter.1090@osu.edu,active,"40.000332, -83.008569",18:45,Sunday,December,Cloudy,Finals season,wexner center
uqzzdhu0d,Henry Walker,walker.8126@osu.edu,idle,"39.997232, -83.008904",20:45,Saturday,October,Rain,Regular,Ohio Union
uusi8e32l,Carlos Smith,smith.8790@osu.edu,idle,"39.998424, -83.011730",06:00,Friday,September,Sunny,Regular,orton library
us8q0y7w6,Charlotte Nelson,nelson.4080@osu.edu,idle,"40.001830, -83.013463",23:45,Tuesday,March,Cloudy,Regular,18th Avenue library
u5e129od7,Elijah Lopez,lopez.4153@osu.edu,active,"39.998144, -83.012184",16:00,Monday,March,Cloudy,Regular,orton library
uktwygu94,Valentina Nguyen,nguyen.2947@osu.edu,active,"39.999263, -83.015368",17:15,Monday,October,Cloudy,Regular,Thompson library
uhgltkdc5,Juan Gonzalez,gonzalez.5640@osu.edu,active,"39.998178, -83.011717",08:30,Monday,September,Sunny,Regular,orton library
uof9b6rms,James Campbell,campbell.5957@osu.edu,active,"40.001191, -83.009432",20:45,Tuesday,January,Sunny,Regular,wexner center
uvwazo6wx,Mia Hill,hill.7075@osu.edu,active,"40.000553, -83.008918",16:15,Tuesday,January,Snow,Regular,wexner center
uczx4rz1o,Luna Robinson,robinson.648@osu.edu,active,"39.998205, -83.011887",19:30,Tuesday,October,Sunny,Regular,orton library
uon10jxjp,James Wilson,wilson.5156@osu.edu,active,"40.000768, -83.009235",11:30,Monday,March,Rain,Midterms season,wexner center
ua4l758ge,Emily Ramirez,ramirez.2437@osu.edu,active,"40.001780, -83.013553",19:30,Monday,April,Rain,Regular,18th Avenue library
uhfyupffc,Sofia Brown,brown.2789@osu.edu,idle,"39.999336, -83.014418",13:45,Tuesday,April,Rain,Finals season,Thompson library
ujrtj4s3i,Jack Martinez,martinez.8564@osu.edu,idle,"40.001754, -83.013457",19:45,Wednesday,July,Sunny,Regular,18th Avenue library
u3qkkt1ai,Isabella Clark,clark.3944@osu.edu,active,"39.998085, -83.009208",09:30,Wednesday,December,Sunny,Finals season,Ohio Union
uewdp75ou,William Rodriguez,rodriguez.6562@osu.edu,active,"39.999500, -83.014797",07:00,Friday,August,Sunny,Regular,Thompson library
uijgyvdb8,William Young,young.1844@osu.edu,active,"39.999318, -83.014794",11:45,Thursday,October,Rain,Regular,Thompson library
uwzizzkbj,James Martin,martin.4604@osu.edu,active,"40.000998, -83.008974",13:00,Thursday,April,Rain,Finals season,wexner center
u06lm54hc,Elijah Lewis,lewis.4740@osu.edu,idle,"40.001841, -83.013234",15:15,Tuesday,February,Cloudy,Regular,18th Avenue library
ukrlcvbhh,Liam Moore,moore.9746@osu.edu,idle,"39.999039, -83.014623",19:45,Sunday,October,Rain,Midterms season,Thompson library
um62v45ov,Noah Wright,wright.3506@osu.edu,active,"40.001649, -83.013261",19:45,Sunday,April,Sunny,Finals season,18th Avenue library
ueezho0oj,Elizabeth Nguyen,nguyen.8700@osu.edu,active,"39.998075, -83.008657",18:30,Thursday,September,Cloudy,Regular,Ohio Union
ufi4gghdg,Amelia Smith,smith.9596@osu.edu,idle,"40.003496, -83.016545",20:15,Tuesday,September,Sunny,Regular,Knowlton Hall
uz2zhgg4b,Juan Clark,clark.986@osu.edu,active,"40.000570, -83.008706",17:15,Sunday,February,Snow,Regular,wexner center
uepkhhpy2,Sophia Rivera,rivera.8478@osu.edu,idle,"40.001753, -83.013336",11:00,Thursday,December,Cloudy,Finals season,18th Avenue library
uyfgkmjp4,Michael Thomas,thomas.9717@osu.edu,idle,"39.999244, -83.014551",11:30,Saturday,October,Sunny,Midterms season,Thompson library
ukc7ns7oj,Sophia Harris,harris.2831@osu.edu,active,"39.998979, -83.015052",17:30,Wednesday,July,Sunny,Regular,Thompson library
uk8xp70ac,Henry White,white.4962@osu.edu,active,"39.999114, -83.014448",16:15,Tuesday,March,Sunny,Regular,Thompson library
ur3hzbu21,Avery Flores,flores.4246@osu.edu,idle,"40.000532, -83.008597",15:30,Friday,July,Cloudy,Regular,wexner center
ucg56vyzf,Diego Torres,torres.2773@osu.edu,active,"39.999423, -83.014567",08:30,Monday,February,Snow,Regular,Thompson library
uug7knkm3,Abigail Garcia,garcia.318@osu.edu,active,"39.999138, -83.015010",13:45,Wednesday,November,Sunny,Regular,Thompson library
unjs4ntd9,Evelyn Jones,jones.3780@osu.edu,idle,"40.003513, -83.016672",11:30,Sunday,September,Sunny,Regular,Knowlton Hall
uby165ldd,Michael Thompson,thompson.6608@osu.edu,active,"39.999233, -83.015093",08:30,Monday,July,Cloudy,Regular,Thompson library
uehha02yk,Carlos Roberts,roberts.8232@osu.edu,active,"40.001670, -83.013336",14:00,Wednesday,August,Sunny,Regular,18th Avenue library
umoc1uuhv,Alexander Young,young.2290@osu.edu,active,"40.003730, -83.016999",14:15,Wednesday,September,Rain,Regular,Knowlton Hall
usy885xhr,Daniel Lopez,lopez.1205@osu.edu,active,"40.001749, -83.013477",08:00,Monday,July,Sunny,Regular,18th Avenue library
uz4v17jj5,Isabella Jackson,jackson.786@osu.edu,idle,"40.003802, -83.016007",05:45,Thursday,October,Cloudy,Midterms season,Knowlton Hall
